country,country_code_a3,year,region_name,sub-region_name,group,type,subcategory,unit,source,value
Ireland,IRL,2006,Europe,Northern Europe,"eu,oecd",Power sector emissions,CO2 intensity,gCO2/kWh,ember,558.1
Ireland,IRL,2006,Europe,Northern Europe,"eu,oecd",Power sector emissions,Fuel,mtCO2,ember,15.13
Ireland,IRL,2007,Europe,Northern Europe,"eu,oecd",Power sector emissions,Aggregate fuel,mtCO2,ember,15.33
Ireland,IRL,2007,Europe,Northern Europe,"eu,oecd",Power sector emissions,CO2 intensity,gCO2/kWh,ember,537.54
Ireland,IRL,2007,Europe,Northern Europe,"eu,oecd",Power sector emissions,Fuel,mtCO2,ember,15.25
Ireland,IRL,2008,Europe,Northern Europe,"eu,oecd",Power sector emissions,Aggregate fuel,mtCO2,ember,15.719999999999999
Ireland,IRL,2008,Europe,Northern Europe,"eu,oecd",Power sector emissions,CO2 intensity,gCO2/kWh,ember,522.06
Ireland,IRL,2008,Europe,Northern Europe,"eu,oecd",Power sector emissions,Fuel,mtCO2,ember,15.62
Ireland,IRL,2009,Europe,Northern Europe,"eu,oecd",Power sector emissions,Aggregate fuel,mtCO2,ember,13.979999999999999
Ireland,IRL,2009,Europe,Northern Europe,"eu,oecd",Power sector emissions,CO2 intensity,gCO2/kWh,ember,495.89
Ireland,IRL,2009,Europe,Northern Europe,"eu,oecd",Power sector emissions,Fuel,mtCO2,ember,13.870000000000001
Ireland,IRL,2010,Europe,Northern Europe,"eu,oecd",Power sector emissions,Aggregate fuel,mtCO2,ember,13.95
Ireland,IRL,2010,Europe,Northern Europe,"eu,oecd",Power sector emissions,CO2 intensity,gCO2/kWh,ember,491.48
Ireland,IRL,2010,Europe,Northern Europe,"eu,oecd",Power sector emissions,Fuel,mtCO2,ember,13.84
Ireland,IRL,2011,Europe,Northern Europe,"eu,oecd",Power sector emissions,Aggregate fuel,mtCO2,ember,12.74
Ireland,IRL,2011,Europe,Northern Europe,"eu,oecd",Power sector emissions,CO2 intensity,gCO2/kWh,ember,463.55
Ireland,IRL,2011,Europe,Northern Europe,"eu,oecd",Power sector emissions,Fuel,mtCO2,ember,12.59
Ireland,IRL,2012,Europe,Northern Europe,"eu,oecd",Power sector emissions,Aggregate fuel,mtCO2,ember,13.27
Ireland,IRL,2012,Europe,Northern Europe,"eu,oecd",Power sector emissions,CO2 intensity,gCO2/kWh,ember,483.23
Ireland,IRL,2012,Europe,Northern Europe,"eu,oecd",Power sector emissions,Fuel,mtCO2,ember,13.11
Ireland,IRL,2013,Europe,Northern Europe,"eu,oecd",Power sector emissions,Aggregate fuel,mtCO2,ember,12.05
Ireland,IRL,2013,Europe,Northern Europe,"eu,oecd",Power sector emissions,CO2 intensity,gCO2/kWh,ember,464.61
Ireland,IRL,2013,Europe,Northern Europe,"eu,oecd",Power sector emissions,Fuel,mtCO2,ember,11.879999999999999
Ireland,IRL,2014,Europe,Northern Europe,"eu,oecd",Power sector emissions,Aggregate fuel,mtCO2,ember,11.809999999999999
Ireland,IRL,2014,Europe,Northern Europe,"eu,oecd",Power sector emissions,CO2 intensity,gCO2/kWh,ember,449.83
Ireland,IRL,2014,Europe,Northern Europe,"eu,oecd",Power sector emissions,Fuel,mtCO2,ember,11.610000000000001
Ireland,IRL,2015,Europe,Northern Europe,"eu,oecd",Power sector emissions,Aggregate fuel,mtCO2,ember,12.549999999999999
Ireland,IRL,2015,Europe,Northern Europe,"eu,oecd",Power sector emissions,CO2 intensity,gCO2/kWh,ember,439.5
Ireland,IRL,2015,Europe,Northern Europe,"eu,oecd",Power sector emissions,Fuel,mtCO2,ember,12.35
Ireland,IRL,2016,Europe,Northern Europe,"eu,oecd",Power sector emissions,Aggregate fuel,mtCO2,ember,13.74
Ireland,IRL,2016,Europe,Northern Europe,"eu,oecd",Power sector emissions,CO2 intensity,gCO2/kWh,ember,446.25
Ireland,IRL,2016,Europe,Northern Europe,"eu,oecd",Power sector emissions,Fuel,mtCO2,ember,13.49
Ireland,IRL,2017,Europe,Northern Europe,"eu,oecd",Power sector emissions,Aggregate fuel,mtCO2,ember,12.92
Ireland,IRL,2017,Europe,Northern Europe,"eu,oecd",Power sector emissions,CO2 intensity,gCO2/kWh,ember,412.59
Ireland,IRL,2017,Europe,Northern Europe,"eu,oecd",Power sector emissions,Fuel,mtCO2,ember,12.65
Ireland,IRL,2018,Europe,Northern Europe,"eu,oecd",Power sector emissions,Aggregate fuel,mtCO2,ember,12.020000000000001
Ireland,IRL,2018,Europe,Northern Europe,"eu,oecd",Power sector emissions,CO2 intensity,gCO2/kWh,ember,378.64
Ireland,IRL,2018,Europe,Northern Europe,"eu,oecd",Power sector emissions,Fuel,mtCO2,ember,11.7
Ireland,IRL,2019,Europe,Northern Europe,"eu,oecd",Power sector emissions,Aggregate fuel,mtCO2,ember,10.63
Ireland,IRL,2019,Europe,Northern Europe,"eu,oecd",Power sector emissions,CO2 intensity,gCO2/kWh,ember,335.29
Ireland,IRL,2019,Europe,Northern Europe,"eu,oecd",Power sector emissions,Fuel,mtCO2,ember,10.3
Ireland,IRL,2020,Europe,Northern Europe,"eu,oecd",Power sector emissions,Aggregate fuel,mtCO2,ember,10.35
Ireland,IRL,2020,Europe,Northern Europe,"eu,oecd",Power sector emissions,CO2 intensity,gCO2/kWh,ember,312.48
Ireland,IRL,2020,Europe,Northern Europe,"eu,oecd",Power sector emissions,Fuel,mtCO2,ember,9.99
Ireland,IRL,2021,Europe,Northern Europe,"eu,oecd",Power sector emissions,Aggregate fuel,mtCO2,ember,11.85
Ireland,IRL,2021,Europe,Northern Europe,"eu,oecd",Power sector emissions,CO2 intensity,gCO2/kWh,ember,363.61
Ireland,IRL,2021,Europe,Northern Europe,"eu,oecd",Power sector emissions,Fuel,mtCO2,ember,11.49
Ireland,IRL,2022,Europe,Northern Europe,"eu,oecd",Power sector emissions,Aggregate fuel,mtCO2,ember,12.080000000000002
Ireland,IRL,2022,Europe,Northern Europe,"eu,oecd",Power sector emissions,CO2 intensity,gCO2/kWh,ember,345.35
Ireland,IRL,2022,Europe,Northern Europe,"eu,oecd",Power sector emissions,Fuel,mtCO2,ember,11.69
Israel,ISR,2000,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Aggregate fuel,mtCO2,ember,28.08
Israel,ISR,2000,Asia,Western Asia,"oecd,middle_east",Power sector emissions,CO2 intensity,gCO2/kWh,ember,700.25
Israel,ISR,2000,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Fuel,mtCO2,ember,28.08
Israel,ISR,2001,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Aggregate fuel,mtCO2,ember,29.31
Israel,ISR,2001,Asia,Western Asia,"oecd,middle_east",Power sector emissions,CO2 intensity,gCO2/kWh,ember,709.34
Israel,ISR,2001,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Fuel,mtCO2,ember,29.310000000000002
Israel,ISR,2002,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Aggregate fuel,mtCO2,ember,29.55
Israel,ISR,2002,Asia,Western Asia,"oecd,middle_east",Power sector emissions,CO2 intensity,gCO2/kWh,ember,690.91
Israel,ISR,2002,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Fuel,mtCO2,ember,29.55
Israel,ISR,2003,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Aggregate fuel,mtCO2,ember,30.55
Israel,ISR,2003,Asia,Western Asia,"oecd,middle_east",Power sector emissions,CO2 intensity,gCO2/kWh,ember,690.86
Israel,ISR,2003,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Fuel,mtCO2,ember,30.55
Israel,ISR,2004,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Aggregate fuel,mtCO2,ember,30.71
Israel,ISR,2004,Asia,Western Asia,"oecd,middle_east",Power sector emissions,CO2 intensity,gCO2/kWh,ember,690.89
Israel,ISR,2004,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Fuel,mtCO2,ember,30.71
Israel,ISR,2005,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Aggregate fuel,mtCO2,ember,30.73
Israel,ISR,2005,Asia,Western Asia,"oecd,middle_east",Power sector emissions,CO2 intensity,gCO2/kWh,ember,672.58
Israel,ISR,2005,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Fuel,mtCO2,ember,30.73
Israel,ISR,2006,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Aggregate fuel,mtCO2,ember,31.97
Israel,ISR,2006,Asia,Western Asia,"oecd,middle_east",Power sector emissions,CO2 intensity,gCO2/kWh,ember,672.77
Israel,ISR,2006,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Fuel,mtCO2,ember,31.97
Israel,ISR,2007,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Aggregate fuel,mtCO2,ember,32.89
Israel,ISR,2007,Asia,Western Asia,"oecd,middle_east",Power sector emissions,CO2 intensity,gCO2/kWh,ember,650.51
Israel,ISR,2007,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Fuel,mtCO2,ember,32.89
Israel,ISR,2008,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Aggregate fuel,mtCO2,ember,34.06
Israel,ISR,2008,Asia,Western Asia,"oecd,middle_east",Power sector emissions,CO2 intensity,gCO2/kWh,ember,638.07
Israel,ISR,2008,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Fuel,mtCO2,ember,34.06
Israel,ISR,2009,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Aggregate fuel,mtCO2,ember,34.83
Israel,ISR,2009,Asia,Western Asia,"oecd,middle_east",Power sector emissions,CO2 intensity,gCO2/kWh,ember,636.28
Israel,ISR,2009,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Fuel,mtCO2,ember,34.83
Israel,ISR,2010,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Aggregate fuel,mtCO2,ember,36.589999999999996
Israel,ISR,2010,Asia,Western Asia,"oecd,middle_east",Power sector emissions,CO2 intensity,gCO2/kWh,ember,624.77
Israel,ISR,2010,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Fuel,mtCO2,ember,36.58
Israel,ISR,2011,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Aggregate fuel,mtCO2,ember,36.71000000000001
Israel,ISR,2011,Asia,Western Asia,"oecd,middle_east",Power sector emissions,CO2 intensity,gCO2/kWh,ember,615.6
Israel,ISR,2011,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Fuel,mtCO2,ember,36.69
Israel,ISR,2012,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Aggregate fuel,mtCO2,ember,38.7
Israel,ISR,2012,Asia,Western Asia,"oecd,middle_east",Power sector emissions,CO2 intensity,gCO2/kWh,ember,613.71
Israel,ISR,2012,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Fuel,mtCO2,ember,38.67
Israel,ISR,2013,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Aggregate fuel,mtCO2,ember,36.910000000000004
Israel,ISR,2013,Asia,Western Asia,"oecd,middle_east",Power sector emissions,CO2 intensity,gCO2/kWh,ember,601.24
Israel,ISR,2013,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Fuel,mtCO2,ember,36.88
Israel,ISR,2014,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Aggregate fuel,mtCO2,ember,35.96999999999999
Israel,ISR,2014,Asia,Western Asia,"oecd,middle_east",Power sector emissions,CO2 intensity,gCO2/kWh,ember,590.21
Israel,ISR,2014,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Fuel,mtCO2,ember,35.92
Israel,ISR,2015,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Aggregate fuel,mtCO2,ember,37.4
Israel,ISR,2015,Asia,Western Asia,"oecd,middle_east",Power sector emissions,CO2 intensity,gCO2/kWh,ember,581.1
Israel,ISR,2015,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Fuel,mtCO2,ember,37.33
Israel,ISR,2016,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Aggregate fuel,mtCO2,ember,38.77000000000001
Israel,ISR,2016,Asia,Western Asia,"oecd,middle_east",Power sector emissions,CO2 intensity,gCO2/kWh,ember,577.06
Israel,ISR,2016,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Fuel,mtCO2,ember,38.68
Israel,ISR,2017,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Aggregate fuel,mtCO2,ember,39.040000000000006
Israel,ISR,2017,Asia,Western Asia,"oecd,middle_east",Power sector emissions,CO2 intensity,gCO2/kWh,ember,576.18
Israel,ISR,2017,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Fuel,mtCO2,ember,38.95
Israel,ISR,2018,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Aggregate fuel,mtCO2,ember,39.620000000000005
Israel,ISR,2018,Asia,Western Asia,"oecd,middle_east",Power sector emissions,CO2 intensity,gCO2/kWh,ember,573.84
Israel,ISR,2018,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Fuel,mtCO2,ember,39.519999999999996
Israel,ISR,2019,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Aggregate fuel,mtCO2,ember,40.76
Israel,ISR,2019,Asia,Western Asia,"oecd,middle_east",Power sector emissions,CO2 intensity,gCO2/kWh,ember,566.23
Israel,ISR,2019,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Fuel,mtCO2,ember,40.61
Israel,ISR,2020,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Aggregate fuel,mtCO2,ember,40.17000000000001
Israel,ISR,2020,Asia,Western Asia,"oecd,middle_east",Power sector emissions,CO2 intensity,gCO2/kWh,ember,558.16
Israel,ISR,2020,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Fuel,mtCO2,ember,39.97
Israel,ISR,2021,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Aggregate fuel,mtCO2,ember,40.290000000000006
Israel,ISR,2021,Asia,Western Asia,"oecd,middle_east",Power sector emissions,CO2 intensity,gCO2/kWh,ember,548.03
Israel,ISR,2021,Asia,Western Asia,"oecd,middle_east",Power sector emissions,Fuel,mtCO2,ember,40.05
Italy,ITA,2000,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,137.80999999999997
Italy,ITA,2000,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,506.19
Italy,ITA,2000,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,136.24
Italy,ITA,2001,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,137.07999999999998
Italy,ITA,2001,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,499.34
Italy,ITA,2001,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,135.35999999999999
Italy,ITA,2002,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,146.83
Italy,ITA,2002,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,524.14
Italy,ITA,2002,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,145.06
Italy,ITA,2003,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,150.75
Italy,ITA,2003,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,521.66
Italy,ITA,2003,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,148.87
Italy,ITA,2004,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,151.3
Italy,ITA,2004,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,505.65
Italy,ITA,2004,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,149.07999999999998
Italy,ITA,2005,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,151.31999999999996
Italy,ITA,2005,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,504.36
Italy,ITA,2005,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,149.15
Italy,ITA,2006,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,155.94
Italy,ITA,2006,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,500.96
Italy,ITA,2006,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,153.63
Italy,ITA,2007,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,155.17
Italy,ITA,2007,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,497.77
Italy,ITA,2007,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,152.92
Italy,ITA,2008,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,152.20999999999998
Italy,ITA,2008,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,478.62
Italy,ITA,2008,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,149.57
Italy,ITA,2009,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,133.09
Italy,ITA,2009,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,451.6
Italy,ITA,2009,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,129.87
Italy,ITA,2010,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,134.91
Italy,ITA,2010,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,440.13
Italy,ITA,2010,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,131.12
Italy,ITA,2011,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,135.61
Italy,ITA,2011,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,437.65
Italy,ITA,2011,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,131.18
Italy,ITA,2012,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,132.04
Italy,ITA,2012,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,428.02
Italy,ITA,2012,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,126.9
Italy,ITA,2013,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,118.33000000000001
Italy,ITA,2013,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,389.14
Italy,ITA,2013,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,111.71
Italy,ITA,2014,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,109.63
Italy,ITA,2014,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,369.27
Italy,ITA,2014,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,102.45
Italy,ITA,2015,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,116.42000000000002
Italy,ITA,2015,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,389.32
Italy,ITA,2015,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,109.38
Italy,ITA,2016,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,117.21
Italy,ITA,2016,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,383.74
Italy,ITA,2016,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,110.21000000000001
Italy,ITA,2017,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,120.94
Italy,ITA,2017,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,388.64
Italy,ITA,2017,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,114.0
Italy,ITA,2018,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,111.67
Italy,ITA,2018,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,363.93
Italy,ITA,2018,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,104.59
Italy,ITA,2019,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,109.77000000000001
Italy,ITA,2019,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,352.05
Italy,ITA,2019,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,102.57000000000001
Italy,ITA,2020,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,100.92000000000002
Italy,ITA,2020,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,336.71
Italy,ITA,2020,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,93.63000000000001
Italy,ITA,2021,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,104.72000000000001
Italy,ITA,2021,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,340.79
Italy,ITA,2021,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,97.6
Italy,ITA,2022,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,110.35999999999999
Italy,ITA,2022,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,371.69
Italy,ITA,2022,Europe,Southern Europe,"eu,oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,103.65
Japan,JPN,2000,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,397.48
Japan,JPN,2000,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,396.65
Japan,JPN,2000,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,392.05
Japan,JPN,2001,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,389.9
Japan,JPN,2001,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,396.38
Japan,JPN,2001,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,384.56
Japan,JPN,2002,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,419.40999999999997
Japan,JPN,2002,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,419.46
Japan,JPN,2002,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,413.82
Japan,JPN,2003,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,439.43
Japan,JPN,2003,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,444.16
Japan,JPN,2003,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,433.48
Japan,JPN,2004,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,434.36
Japan,JPN,2004,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,426.33
Japan,JPN,2004,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,428.31
Japan,JPN,2005,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,447.33
Japan,JPN,2005,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,434.48
Japan,JPN,2005,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,441.07
Japan,JPN,2006,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,438.64000000000004
Japan,JPN,2006,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,418.55
Japan,JPN,2006,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,432.1
Japan,JPN,2007,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,488.73
Japan,JPN,2007,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,449.13
Japan,JPN,2007,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,482.15000000000003
Japan,JPN,2008,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,457.1
Japan,JPN,2008,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,448.44
Japan,JPN,2008,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,451.09
Japan,JPN,2009,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,418.09
Japan,JPN,2009,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,421.72
Japan,JPN,2009,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,412.1
Japan,JPN,2010,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,472.1
Japan,JPN,2010,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,429.78
Japan,JPN,2010,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,465.09000000000003
Japan,JPN,2011,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,Aggregate fuel,mtCO2,ember,517.0600000000001
Japan,JPN,2011,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,CO2 intensity,gCO2/kWh,ember,487.16
Japan,JPN,2011,Asia,Eastern Asia,"oecd,g20,g7",Power sector emissions,Fuel,mtCO2,ember,510.05
