period,productId,productName,activityId,activityName,countryRegionId,countryRegionName,countryRegionTypeId,countryRegionTypeName,dataFlagId,dataFlagDescription,unitName,value,unit
1986,26,Dry natural gas,4,Exports,TCD,Chad,c,Country,2.0,Data are unavailable (temporarily),terajoules,NA,TJ
1986,44,Primary energy,1,Production,COD,Congo-Kinshasa,c,Country,,,million metric tons of oil equivalent,3.1775215244641286,MTOE
1986,44,Primary energy,1,Production,COD,Congo-Kinshasa,c,Country,,,terajoules,133036.47124492316,TJ
1989,81,Biomass-based diesel,1,Production,GEO,Georgia,c,Country,3.0,The country does not exist during a given statistical time period,million metric tons of oil equivalent,--,MTOE
1986,63,Jet fuel,2,Consumption,CHL,Chile,c,Country,,,million metric tons of oil equivalent,0.21203626704006054,MTOE
1986,63,Jet fuel,2,Consumption,CHL,Chile,c,Country,,,terajoules,8877.534432347578,TJ
1988,79,Biofuels,1,Production,PERG,Persian Gulf,r,Region,,,thousand barrels per day,0,TBPD
1986,7,Coal,1,Production,COL,Colombia,c,Country,,,million metric tons of oil equivalent,6.732170818217709,MTOE
1986,7,Coal,1,Production,COL,Colombia,c,Country,,,terajoules,281862.5279414191,TJ
1984,79,Biofuels,1,Production,ECU,Ecuador,c,Country,,,thousand barrels per day,0,TBPD
1987,79,Biofuels,1,Production,NCL,New Caledonia,c,Country,,,thousand barrels per day,0,TBPD
1986,26,Dry natural gas,3,Imports,CAF,Central African Republic,c,Country,2.0,Data are unavailable (temporarily),million metric tons of oil equivalent,NA,MTOE
1986,26,Dry natural gas,3,Imports,CAF,Central African Republic,c,Country,2.0,Data are unavailable (temporarily),terajoules,NA,TJ
1986,68,Other petroleum liquids,2,Consumption,CAF,Central African Republic,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",million metric tons of oil equivalent,0.03734325182259,MTOE
1986,68,Other petroleum liquids,2,Consumption,CAF,Central African Republic,c,Country,,,terajoules,1563.487267997578,TJ
1986,26,Dry natural gas,4,Exports,DMA,Dominica,c,Country,2.0,Data are unavailable (temporarily),million metric tons of oil equivalent,NA,MTOE
1986,4413,Natural gas,1,Production,ASM,American Samoa,c,Country,,,quadrillion Btu,0,QBTU
1986,4411,Coal,1,Production,DDR,"Germany, East",c,Country,,,quadrillion Btu,4.913508123793811,QBTU
1982,4419,"Nuclear, renewables, and other",1,Production,DNK,Denmark,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",quadrillion Btu,0.00049133821761,QBTU
1983,4411,Coal,1,Production,OENA,OECD - North America,r,Region,,,quadrillion Btu,18.280955371327444,QBTU
1982,4419,"Nuclear, renewables, and other",1,Production,OPSA,OPEC - South America,r,Region,,,quadrillion Btu,0.16552870931142,QBTU
1983,4419,"Nuclear, renewables, and other",1,Production,GRL,Greenland,c,Country,,,quadrillion Btu,0,QBTU
1989,4411,Coal,1,Production,BMU,Bermuda,c,Country,,,quadrillion Btu,0,QBTU
1982,4415,Petroleum and other liquids,1,Production,SRB,Serbia,c,Country,3.0,The country does not exist during a given statistical time period,quadrillion Btu,--,QBTU
1984,21,Metallurgical coke,3,Imports,DNK,Denmark,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",million metric tons of oil equivalent,0.04482332013345662,MTOE
1984,21,Metallurgical coke,3,Imports,DNK,Denmark,c,Country,,,terajoules,1876.6627681750283,TJ
1984,44,Primary energy,1,Production,EGY,Egypt,c,Country,,,million metric tons of oil equivalent,52.41331170033784,MTOE
1984,44,Primary energy,1,Production,EGY,Egypt,c,Country,,,terajoules,2194440.5352373277,TJ
1984,26,Dry natural gas,2,Consumption,GAB,Gabon,c,Country,,,million metric tons of oil equivalent,0.13983496773651,MTOE
1984,26,Dry natural gas,2,Consumption,GAB,Gabon,c,Country,,,terajoules,5854.610431773642,TJ
1984,44,Primary energy,2,Consumption,GHA,Ghana,c,Country,,,million metric tons of oil equivalent,1.2866378486743215,MTOE
1984,44,Primary energy,2,Consumption,GHA,Ghana,c,Country,,,terajoules,53868.95347204863,TJ
1984,21,Metallurgical coke,3,Imports,GIN,Guinea,c,Country,,,million metric tons of oil equivalent,0,MTOE
1984,21,Metallurgical coke,3,Imports,GIN,Guinea,c,Country,,,terajoules,0,TJ
1984,5,Petroleum and other liquids,2,Consumption,HTI,Haiti,c,Country,,,million metric tons of oil equivalent,0.2118401644871392,MTOE
1984,5,Petroleum and other liquids,2,Consumption,HTI,Haiti,c,Country,,,terajoules,8869.324010658247,TJ
1984,65,Distillate fuel oil,2,Consumption,ISL,Iceland,c,Country,,,million metric tons of oil equivalent,0.23441968783395276,MTOE
1984,65,Distillate fuel oil,2,Consumption,ISL,Iceland,c,Country,,,terajoules,9814.683494559467,TJ
1984,7,Coal,3,Imports,CIV,Cote d'Ivoire,c,Country,,,million metric tons of oil equivalent,0,MTOE
1984,7,Coal,3,Imports,CIV,Cote d'Ivoire,c,Country,,,terajoules,0,TJ
1984,44,Primary energy,2,Consumption,JPN,Japan,c,Country,,,million metric tons of oil equivalent,404.2164135722312,MTOE
1984,44,Primary energy,2,Consumption,JPN,Japan,c,Country,,,terajoules,16923732.810904264,TJ
1984,44,Primary energy,1,Production,PRK,North Korea,c,Country,,,million metric tons of oil equivalent,25.66276945674652,MTOE
1984,44,Primary energy,1,Production,PRK,North Korea,c,Country,,,terajoules,1074448.8320888141,TJ
1984,7,Coal,4,Exports,KOR,South Korea,c,Country,,,million metric tons of oil equivalent,0,MTOE
1984,7,Coal,4,Exports,KOR,South Korea,c,Country,,,terajoules,0,TJ
1984,26,Dry natural gas,2,Consumption,LUX,Luxembourg,c,Country,,,million metric tons of oil equivalent,0.3032516987874,MTOE
1984,26,Dry natural gas,2,Consumption,LUX,Luxembourg,c,Country,,,terajoules,12696.54213042908,TJ
1984,26,Dry natural gas,4,Exports,MDA,Moldova,c,Country,3.0,The country does not exist during a given statistical time period,million metric tons of oil equivalent,--,MTOE
1984,26,Dry natural gas,4,Exports,MDA,Moldova,c,Country,3.0,The country does not exist during a given statistical time period,terajoules,--,TJ
1984,21,Metallurgical coke,4,Exports,MKD,North Macedonia,c,Country,3.0,The country does not exist during a given statistical time period,million metric tons of oil equivalent,--,MTOE
1986,26,Dry natural gas,4,Exports,DMA,Dominica,c,Country,2.0,Data are unavailable (temporarily),terajoules,NA,TJ
1986,7,Coal,2,Consumption,DOM,Dominican Republic,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",million metric tons of oil equivalent,0.016472683689084108,MTOE
1986,7,Coal,2,Consumption,DOM,Dominican Republic,c,Country,,,terajoules,689.6783209986695,TJ
1986,21,Metallurgical coke,2,Consumption,FIN,Finland,c,Country,,,million metric tons of oil equivalent,0.8046153368218851,MTOE
1986,21,Metallurgical coke,2,Consumption,FIN,Finland,c,Country,,,terajoules,33687.63493691239,TJ
1986,5,Petroleum and other liquids,2,Consumption,PYF,French Polynesia,c,Country,,,million metric tons of oil equivalent,0.34405528105330946,MTOE
1986,5,Petroleum and other liquids,2,Consumption,PYF,French Polynesia,c,Country,,,terajoules,14404.906513491436,TJ
1986,57,Crude oil including lease condensate,1,Production,FRA,France,c,Country,,,million metric tons of oil equivalent,3.253,MTOE
1986,57,Crude oil including lease condensate,1,Production,FRA,France,c,Country,,,terajoules,136102.211,TJ
1986,64,Kerosene,2,Consumption,DDR,"Germany, East",c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",million metric tons of oil equivalent,0.0156455348153265,MTOE
1986,64,Kerosene,2,Consumption,DDR,"Germany, East",c,Country,,,terajoules,655.0472519369163,TJ
1986,26,Dry natural gas,1,Production,HND,Honduras,c,Country,,,million metric tons of oil equivalent,0,MTOE
1986,26,Dry natural gas,1,Production,HND,Honduras,c,Country,,,terajoules,0,TJ
1989,81,Biomass-based diesel,1,Production,GEO,Georgia,c,Country,3.0,The country does not exist during a given statistical time period,quadrillion Btu,--,QBTU
1988,79,Biofuels,1,Production,COD,Congo-Kinshasa,c,Country,,,thousand barrels per day,0,TBPD
1986,7,Coal,3,Imports,JAM,Jamaica,c,Country,,,million metric tons of oil equivalent,0,MTOE
1986,7,Coal,3,Imports,JAM,Jamaica,c,Country,,,terajoules,0,TJ
1986,54,Refined petroleum products,2,Consumption,KWT,Kuwait,c,Country,,,million metric tons of oil equivalent,6.349888850001475,MTOE
1986,54,Refined petroleum products,2,Consumption,KWT,Kuwait,c,Country,,,terajoules,265857.1464890847,TJ
1984,79,Biofuels,1,Production,MLT,Malta,c,Country,,,thousand barrels per day,0,TBPD
1986,63,Jet fuel,2,Consumption,LBN,Lebanon,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",million metric tons of oil equivalent,0.031291069630653,MTOE
1986,63,Jet fuel,2,Consumption,LBN,Lebanon,c,Country,,,terajoules,1310.0945038738325,TJ
1986,7,Coal,4,Exports,LBR,Liberia,c,Country,,,million metric tons of oil equivalent,0,MTOE
1986,7,Coal,4,Exports,LBR,Liberia,c,Country,,,terajoules,0,TJ
1990,4419,"Nuclear, renewables, and other",1,Production,MDA,Moldova,c,Country,3.0,The country does not exist during a given statistical time period,quadrillion Btu,--,QBTU
1983,4413,Natural gas,1,Production,VNM,Vietnam,c,Country,,,quadrillion Btu,0.0023598,QBTU
1990,4415,Petroleum and other liquids,1,Production,RUS,Russia,c,Country,3.0,The country does not exist during a given statistical time period,quadrillion Btu,--,QBTU
1987,4411,Coal,1,Production,SCG,Former Serbia and Montenegro,c,Country,3.0,The country does not exist during a given statistical time period,quadrillion Btu,--,QBTU
1987,4411,Coal,1,Production,FIN,Finland,c,Country,,,quadrillion Btu,0,QBTU
1988,4419,"Nuclear, renewables, and other",1,Production,NRU,Nauru,c,Country,,,quadrillion Btu,0,QBTU
1988,4419,"Nuclear, renewables, and other",1,Production,MDV,Maldives,c,Country,,,quadrillion Btu,0,QBTU
1986,4415,Petroleum and other liquids,1,Production,URY,Uruguay,c,Country,,,quadrillion Btu,0,QBTU
1990,4411,Coal,1,Production,PER,Peru,c,Country,,,quadrillion Btu,0.0028420273706309175,QBTU
1986,4413,Natural gas,1,Production,TTO,Trinidad and Tobago,c,Country,,,quadrillion Btu,0.15884,QBTU
1983,68,Other petroleum liquids,2,Consumption,STP,Sao Tome and Principe,c,Country,,,quadrillion Btu,0,QBTU
1987,67,Liquefied Petroleum Gases,2,Consumption,ZMB,Zambia,c,Country,,,1000 metric tons,3.146551724137931,MT
1987,54,Refined petroleum products,2,Consumption,WP21,IEO OECD - Europe,r,Region,,,1000 metric tons,645349.7767841623,MT
1985,38,Biomass and waste,7,Capacity,ZMB,Zambia,c,Country,1.0,Data are unavailable (permanently),million kilowatts,NA,MK
1985,38,Biomass and waste,7,Capacity,GUF,French Guiana,c,Country,1.0,Data are unavailable (permanently),million kilowatts,NA,MK
1984,37,Wind,7,Capacity,IND,India,c,Country,1.0,Data are unavailable (permanently),million kilowatts,NA,MK
1982,37,Wind,7,Capacity,EGY,Egypt,c,Country,1.0,Data are unavailable (permanently),million kilowatts,NA,MK
1990,116,Solar,7,Capacity,PRT,Portugal,c,Country,1.0,Data are unavailable (permanently),million kilowatts,NA,MK
1982,58,NGPL,1,Production,UZB,Uzbekistan,c,Country,3.0,The country does not exist during a given statistical time period,million metric tons of oil equivalent,--,MTOE
1982,58,NGPL,1,Production,UZB,Uzbekistan,c,Country,3.0,The country does not exist during a given statistical time period,terajoules,--,TJ
1982,80,Fuel ethanol,2,Consumption,SWZ,Eswatini,c,Country,,,million metric tons of oil equivalent,0,MTOE
1982,4415,Petroleum and other liquids,2,Consumption,ASM,American Samoa,c,Country,,,quadrillion Btu,0.0096550895,QBTU
1982,4413,Natural gas,2,Consumption,AGO,Angola,c,Country,,,quadrillion Btu,0.01047,QBTU
1989,4413,Natural gas,2,Consumption,GUY,Guyana,c,Country,,,quadrillion Btu,0,QBTU
1987,4411,Coal,2,Consumption,HUN,Hungary,c,Country,,,quadrillion Btu,0.22345687312265342,QBTU
1988,4419,"Nuclear, renewables, and other",2,Consumption,CRI,Costa Rica,c,Country,,,quadrillion Btu,0.031847232,QBTU
1989,4419,"Nuclear, renewables, and other",2,Consumption,KOR,South Korea,c,Country,,,quadrillion Btu,0.502676298143467,QBTU
1984,4419,"Nuclear, renewables, and other",2,Consumption,LAO,Laos,c,Country,,,quadrillion Btu,0.007466144,QBTU
1983,4411,Coal,2,Consumption,TUR,Turkiye,c,Country,,,quadrillion Btu,0.26937223314385467,QBTU
1984,4419,"Nuclear, renewables, and other",2,Consumption,TJK,Tajikistan,c,Country,3.0,The country does not exist during a given statistical time period,quadrillion Btu,--,QBTU
1982,80,Fuel ethanol,2,Consumption,SWZ,Eswatini,c,Country,,,terajoules,0,TJ
1990,116,Solar,7,Capacity,NGA,Nigeria,c,Country,1.0,Data are unavailable (permanently),million kilowatts,NA,MK
1983,7,Coal,1,Production,BMU,Bermuda,c,Country,,,million metric tons of oil equivalent,0,MTOE
1983,7,Coal,1,Production,BMU,Bermuda,c,Country,,,terajoules,0,TJ
1983,65,Distillate fuel oil,2,Consumption,BEL,Belgium,c,Country,,,million metric tons of oil equivalent,7.9830398616062626,MTOE
1983,65,Distillate fuel oil,2,Consumption,BEL,Belgium,c,Country,,,terajoules,334233.91307310294,TJ
1983,26,Dry natural gas,2,Consumption,BLR,Belarus,c,Country,3.0,The country does not exist during a given statistical time period,million metric tons of oil equivalent,--,MTOE
1983,26,Dry natural gas,2,Consumption,BLR,Belarus,c,Country,3.0,The country does not exist during a given statistical time period,terajoules,--,TJ
1983,26,Dry natural gas,2,Consumption,BRN,Brunei,c,Country,,,million metric tons of oil equivalent,1.5907988400408,MTOE
1983,26,Dry natural gas,2,Consumption,BRN,Brunei,c,Country,,,terajoules,66603.56586419536,TJ
1983,7,Coal,1,Production,BDI,Burundi,c,Country,,,million metric tons of oil equivalent,0,MTOE
1983,7,Coal,1,Production,BDI,Burundi,c,Country,,,terajoules,0,TJ
1989,116,Solar,7,Capacity,PRK,North Korea,c,Country,1.0,Data are unavailable (permanently),million kilowatts,NA,MK
1988,37,Wind,7,Capacity,NZL,New Zealand,c,Country,1.0,Data are unavailable (permanently),million kilowatts,NA,MK
1985,37,Wind,7,Capacity,WAK,Wake Island,c,Country,1.0,Data are unavailable (permanently),million kilowatts,NA,MK
1986,116,Solar,7,Capacity,GBR,United Kingdom,c,Country,1.0,Data are unavailable (permanently),million kilowatts,NA,MK
1983,5,Petroleum and other liquids,2,Consumption,CPV,Cabo Verde,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",million metric tons of oil equivalent,0.044097329377277866,MTOE
1983,5,Petroleum and other liquids,2,Consumption,CPV,Cabo Verde,c,Country,,,terajoules,1846.2669871819342,TJ
1983,7,Coal,4,Exports,EU27,European Union,r,Region,,,million metric tons of oil equivalent,28.694557825816325,MTOE
1983,7,Coal,4,Exports,EU27,European Union,r,Region,,,terajoules,1201383.7475809974,TJ
1983,63,Jet fuel,2,Consumption,CZE,Czechia,c,Country,3.0,The country does not exist during a given statistical time period,million metric tons of oil equivalent,--,MTOE
1983,63,Jet fuel,2,Consumption,CZE,Czechia,c,Country,3.0,The country does not exist during a given statistical time period,terajoules,--,TJ
1983,21,Metallurgical coke,2,Consumption,GUF,French Guiana,c,Country,,,million metric tons of oil equivalent,0,MTOE
1983,21,Metallurgical coke,2,Consumption,GUF,French Guiana,c,Country,,,terajoules,0,TJ
1983,80,Fuel ethanol,2,Consumption,PYF,French Polynesia,c,Country,,,million metric tons of oil equivalent,0,MTOE
1983,80,Fuel ethanol,2,Consumption,PYF,French Polynesia,c,Country,,,terajoules,0,TJ
1983,5,Petroleum and other liquids,2,Consumption,FRA,France,c,Country,,,million metric tons of oil equivalent,97.36241149759927,MTOE
1983,5,Petroleum and other liquids,2,Consumption,FRA,France,c,Country,,,terajoules,4076369.446378858,TJ
1983,21,Metallurgical coke,1,Production,HRV,Croatia,c,Country,3.0,The country does not exist during a given statistical time period,million metric tons of oil equivalent,--,MTOE
1983,21,Metallurgical coke,1,Production,HRV,Croatia,c,Country,3.0,The country does not exist during a given statistical time period,terajoules,--,TJ
1983,21,Metallurgical coke,1,Production,HUN,Hungary,c,Country,,,million metric tons of oil equivalent,0.6417877861973198,MTOE
1983,21,Metallurgical coke,1,Production,HUN,Hungary,c,Country,,,terajoules,26870.37104435719,TJ
1983,26,Dry natural gas,1,Production,ISL,Iceland,c,Country,,,million metric tons of oil equivalent,0,MTOE
1983,26,Dry natural gas,1,Production,ISL,Iceland,c,Country,,,terajoules,0,TJ
1983,7,Coal,2,Consumption,KIR,Kiribati,c,Country,,,million metric tons of oil equivalent,0,MTOE
1983,7,Coal,2,Consumption,KIR,Kiribati,c,Country,,,terajoules,0,TJ
1983,80,Fuel ethanol,2,Consumption,LSO,Lesotho,c,Country,,,million metric tons of oil equivalent,0,MTOE
1983,80,Fuel ethanol,2,Consumption,LSO,Lesotho,c,Country,,,terajoules,0,TJ
1983,26,Dry natural gas,1,Production,MNG,Mongolia,c,Country,,,million metric tons of oil equivalent,0,MTOE
1983,26,Dry natural gas,1,Production,MNG,Mongolia,c,Country,,,terajoules,0,TJ
1983,26,Dry natural gas,1,Production,MWI,Malawi,c,Country,,,million metric tons of oil equivalent,0,MTOE
1983,26,Dry natural gas,1,Production,MWI,Malawi,c,Country,,,terajoules,0,TJ
1983,26,Dry natural gas,4,Exports,NLD,Netherlands,c,Country,2.0,Data are unavailable (temporarily),million metric tons of oil equivalent,NA,MTOE
1983,26,Dry natural gas,4,Exports,NLD,Netherlands,c,Country,2.0,Data are unavailable (temporarily),terajoules,NA,TJ
1983,7,Coal,3,Imports,SUR,Suriname,c,Country,,,million metric tons of oil equivalent,0,MTOE
1983,7,Coal,3,Imports,SUR,Suriname,c,Country,,,terajoules,0,TJ
1983,26,Dry natural gas,2,Consumption,PER,Peru,c,Country,,,million metric tons of oil equivalent,1.2368455941402,MTOE
1983,26,Dry natural gas,2,Consumption,PER,Peru,c,Country,,,terajoules,51784.25135829484,TJ
1983,5,Petroleum and other liquids,2,Consumption,KNA,Saint Kitts and Nevis,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",million metric tons of oil equivalent,0.02074572322772904,MTOE
1983,5,Petroleum and other liquids,2,Consumption,KNA,Saint Kitts and Nevis,c,Country,,,terajoules,868.5819404815386,TJ
1983,7,Coal,4,Exports,THA,Thailand,c,Country,,,million metric tons of oil equivalent,0,MTOE
1983,7,Coal,4,Exports,THA,Thailand,c,Country,,,terajoules,0,TJ
1987,4415,Petroleum and other liquids,2,Consumption,USA,United States,c,Country,,,quadrillion Btu,32.886966681,QBTU
1984,4419,"Nuclear, renewables, and other",2,Consumption,SLB,Solomon Islands,c,Country,,,quadrillion Btu,0,QBTU
1983,4413,Natural gas,2,Consumption,LCA,Saint Lucia,c,Country,,,quadrillion Btu,0,QBTU
1982,4419,"Nuclear, renewables, and other",2,Consumption,BGD,Bangladesh,c,Country,,,quadrillion Btu,0.007117004885954239,QBTU
1982,4419,"Nuclear, renewables, and other",2,Consumption,RUS,Russia,c,Country,3.0,The country does not exist during a given statistical time period,quadrillion Btu,--,QBTU
1987,4419,"Nuclear, renewables, and other",2,Consumption,ASOC,Asia & Oceania,r,Region,,,quadrillion Btu,6.24081514587076,QBTU
1984,21,Metallurgical coke,4,Exports,MKD,North Macedonia,c,Country,3.0,The country does not exist during a given statistical time period,terajoules,--,TJ
1984,57,Crude oil including lease condensate,1,Production,MEX,Mexico,c,Country,,,million metric tons of oil equivalent,154.214,MTOE
1984,57,Crude oil including lease condensate,1,Production,MEX,Mexico,c,Country,,,terajoules,6451666.829,TJ
1984,26,Dry natural gas,3,Imports,NIU,Niue,c,Country,2.0,Data are unavailable (temporarily),million metric tons of oil equivalent,NA,MTOE
1984,26,Dry natural gas,3,Imports,NIU,Niue,c,Country,2.0,Data are unavailable (temporarily),terajoules,NA,TJ
1984,67,Liquefied Petroleum Gases,2,Consumption,NOR,Norway,c,Country,,,million metric tons of oil equivalent,1.1911297906517309,MTOE
1984,67,Liquefied Petroleum Gases,2,Consumption,NOR,Norway,c,Country,,,terajoules,49870.222096995676,TJ
1984,21,Metallurgical coke,2,Consumption,OPAF,OPEC - Africa,r,Region,,,million metric tons of oil equivalent,0.5997241360395167,MTOE
1984,21,Metallurgical coke,2,Consumption,OPAF,OPEC - Africa,r,Region,,,terajoules,25109.25013877377,TJ
1984,21,Metallurgical coke,3,Imports,OPSA,OPEC - South America,r,Region,,,million metric tons of oil equivalent,0.10286617168791007,MTOE
1984,21,Metallurgical coke,3,Imports,OPSA,OPEC - South America,r,Region,,,terajoules,4306.800878128393,TJ
1986,5,Petroleum and other liquids,2,Consumption,LSO,Lesotho,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",million metric tons of oil equivalent,0.05915615712538922,MTOE
1986,5,Petroleum and other liquids,2,Consumption,LSO,Lesotho,c,Country,,,terajoules,2476.749987617856,TJ
1986,54,Refined petroleum products,2,Consumption,MNE,Montenegro,c,Country,3.0,The country does not exist during a given statistical time period,million metric tons of oil equivalent,--,MTOE
1986,54,Refined petroleum products,2,Consumption,MNE,Montenegro,c,Country,3.0,The country does not exist during a given statistical time period,terajoules,--,TJ
1986,66,Residual fuel oil,2,Consumption,MKD,North Macedonia,c,Country,3.0,The country does not exist during a given statistical time period,million metric tons of oil equivalent,--,MTOE
1986,66,Residual fuel oil,2,Consumption,MKD,North Macedonia,c,Country,3.0,The country does not exist during a given statistical time period,terajoules,--,TJ
1990,4413,Natural gas,1,Production,ATA,Antarctica,c,Country,,,quadrillion Btu,0,QBTU
1984,4415,Petroleum and other liquids,1,Production,PRY,Paraguay,c,Country,,,quadrillion Btu,0,QBTU
1984,4411,Coal,1,Production,CMR,Cameroon,c,Country,,,quadrillion Btu,0,QBTU
1984,26,Dry natural gas,4,Exports,POL,Poland,c,Country,2.0,Data are unavailable (temporarily),million metric tons of oil equivalent,NA,MTOE
1984,26,Dry natural gas,4,Exports,POL,Poland,c,Country,2.0,Data are unavailable (temporarily),terajoules,NA,TJ
1984,21,Metallurgical coke,4,Exports,ROU,Romania,c,Country,,,million metric tons of oil equivalent,0,MTOE
1984,21,Metallurgical coke,4,Exports,ROU,Romania,c,Country,,,terajoules,0,TJ
1984,26,Dry natural gas,2,Consumption,PRI,Puerto Rico,c,Country,,,million metric tons of oil equivalent,0,MTOE
1984,26,Dry natural gas,2,Consumption,PRI,Puerto Rico,c,Country,,,terajoules,0,TJ
1984,44,Primary energy,1,Production,RWA,Rwanda,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",million metric tons of oil equivalent,0.042356455491924,MTOE
1984,44,Primary energy,1,Production,RWA,Rwanda,c,Country,,,terajoules,1773.380079317801,TJ
1984,7,Coal,2,Consumption,SEN,Senegal,c,Country,,,million metric tons of oil equivalent,0,MTOE
1984,7,Coal,2,Consumption,SEN,Senegal,c,Country,,,terajoules,0,TJ
1984,44,Primary energy,2,Consumption,SLE,Sierra Leone,c,Country,,,million metric tons of oil equivalent,0.2698939282673553,MTOE
1984,44,Primary energy,2,Consumption,SLE,Sierra Leone,c,Country,,,terajoules,11299.918993680043,TJ
1984,44,Primary energy,1,Production,LCA,Saint Lucia,c,Country,,,million metric tons of oil equivalent,0,MTOE
1984,44,Primary energy,1,Production,LCA,Saint Lucia,c,Country,,,terajoules,0,TJ
1984,54,Refined petroleum products,2,Consumption,TON,Tonga,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",million metric tons of oil equivalent,0.015918554701739012,MTOE
1984,54,Refined petroleum products,2,Consumption,TON,Tonga,c,Country,,,terajoules,666.4780485462754,TJ
1984,5,Petroleum and other liquids,2,Consumption,TUR,Turkiye,c,Country,,,million metric tons of oil equivalent,18.219473453857287,MTOE
1984,5,Petroleum and other liquids,2,Consumption,TUR,Turkiye,c,Country,,,terajoules,762812.9149024398,TJ
1984,21,Metallurgical coke,3,Imports,TWN,Taiwan,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",million metric tons of oil equivalent,0.012729993453668986,MTOE
1984,21,Metallurgical coke,3,Imports,TWN,Taiwan,c,Country,,,terajoules,532.9793661532168,TJ
1984,26,Dry natural gas,2,Consumption,UGA,Uganda,c,Country,,,million metric tons of oil equivalent,0,MTOE
1984,26,Dry natural gas,2,Consumption,UGA,Uganda,c,Country,,,terajoules,0,TJ
1984,54,Refined petroleum products,2,Consumption,GBR,United Kingdom,c,Country,,,million metric tons of oil equivalent,96.64302384138094,MTOE
1984,54,Refined petroleum products,2,Consumption,GBR,United Kingdom,c,Country,,,terajoules,4046250.1239750283,TJ
1984,54,Refined petroleum products,2,Consumption,USA,United States,c,Country,,,million metric tons of oil equivalent,782.08235418464,MTOE
1984,54,Refined petroleum products,2,Consumption,USA,United States,c,Country,,,terajoules,32744224.019440237,TJ
1984,7,Coal,4,Exports,BFA,Burkina Faso,c,Country,,,million metric tons of oil equivalent,0,MTOE
1984,7,Coal,4,Exports,BFA,Burkina Faso,c,Country,,,terajoules,0,TJ
1984,44,Primary energy,2,Consumption,URY,Uruguay,c,Country,,,million metric tons of oil equivalent,2.9547329522853447,MTOE
1984,44,Primary energy,2,Consumption,URY,Uruguay,c,Country,,,terajoules,123708.75930082904,TJ
1984,7,Coal,3,Imports,VNM,Vietnam,c,Country,,,million metric tons of oil equivalent,0,MTOE
1984,7,Coal,3,Imports,VNM,Vietnam,c,Country,,,terajoules,0,TJ
1984,21,Metallurgical coke,1,Production,ESH,Western Sahara,c,Country,,,million metric tons of oil equivalent,0,MTOE
1984,21,Metallurgical coke,1,Production,ESH,Western Sahara,c,Country,,,terajoules,0,TJ
1985,26,Dry natural gas,4,Exports,DZA,Algeria,c,Country,2.0,Data are unavailable (temporarily),million metric tons of oil equivalent,NA,MTOE
1985,26,Dry natural gas,4,Exports,DZA,Algeria,c,Country,2.0,Data are unavailable (temporarily),terajoules,NA,TJ
1985,7,Coal,4,Exports,ALB,Albania,c,Country,,,million metric tons of oil equivalent,0,MTOE
1985,7,Coal,4,Exports,ALB,Albania,c,Country,,,terajoules,0,TJ
1985,7,Coal,3,Imports,AUT,Austria,c,Country,,,million metric tons of oil equivalent,2.212624616247386,MTOE
1985,7,Coal,3,Imports,AUT,Austria,c,Country,,,terajoules,92638.167473892,TJ
1986,63,Jet fuel,2,Consumption,MLI,Mali,c,Country,5.0,"A value exists, but rounds to zero; non-rounded values appear when downloaded",million metric tons of oil equivalent,0.0156455348153265,MTOE
1986,63,Jet fuel,2,Consumption,MLI,Mali,c,Country,,,terajoules,655.0472519369163,TJ
1986,57,Crude oil including lease condensate,1,Production,NOEC,Non-OECD,r,Region,,,million metric tons of oil equivalent,2121.22,MTOE
1986,57,Crude oil including lease condensate,1,Production,NOEC,Non-OECD,r,Region,,,terajoules,88749192.199,TJ
1986,44,Primary energy,2,Consumption,SUR,Suriname,c,Country,,,million metric tons of oil equivalent,0.6569142535541224,MTOE
1986,44,Primary energy,2,Consumption,SUR,Suriname,c,Country,,,terajoules,27503.685979931048,TJ
1986,67,Liquefied Petroleum Gases,2,Consumption,NLDA,Netherlands Antilles,c,Country,,,million metric tons of oil equivalent,0.144350983769391,MTOE
1986,67,Liquefied Petroleum Gases,2,Consumption,NLDA,Netherlands Antilles,c,Country,,,terajoules,6043.686991121672,TJ
1986,26,Dry natural gas,2,Consumption,OECD,OECD,r,Region,,,million metric tons of oil equivalent,810.9466826124335,MTOE
1986,26,Dry natural gas,2,Consumption,OECD,OECD,r,Region,,,terajoules,33952715.72258795,TJ
1986,67,Liquefied Petroleum Gases,2,Consumption,OENA,OECD - North America,r,Region,,,million metric tons of oil equivalent,48.99693383539436,MTOE
