Country,Year,Country_Code,Region,SubRegion,OilReserves
Angola,2004,AGO,Africa,Middle Africa,9.035
Angola,2005,AGO,Africa,Middle Africa,9.05
Angola,2006,AGO,Africa,Middle Africa,9.33
Angola,2007,AGO,Africa,Middle Africa,9.5
Angola,2008,AGO,Africa,Middle Africa,9.5
Angola,2009,AGO,Africa,Middle Africa,9.5
Angola,2010,AGO,Africa,Middle Africa,9.055
Angola,2011,AGO,Africa,Middle Africa,9.055
Angola,2012,AGO,Africa,Middle Africa,9.055
Angola,2013,AGO,Africa,Middle Africa,9.011
Angola,2014,AGO,Africa,Middle Africa,8.423
Angola,2015,AGO,Africa,Middle Africa,9.524
Angola,2016,AGO,Africa,Middle Africa,9.523
Angola,2017,AGO,Africa,Middle Africa,8.384
Angola,2018,AGO,Africa,Middle Africa,8.16
Angola,2019,AGO,Africa,Middle Africa,7.783
Angola,2020,AGO,Africa,Middle Africa,7.783
Argentina,1980,ARG,S. & Cent. America,South America,2.457
Argentina,1981,ARG,S. & Cent. America,South America,2.171652
Argentina,1982,ARG,S. & Cent. America,South America,1.9496
Argentina,1983,ARG,S. & Cent. America,South America,2.449769
Argentina,1984,ARG,S. & Cent. America,South America,2.349
Argentina,1985,ARG,S. & Cent. America,South America,2.24
Argentina,1986,ARG,S. & Cent. America,South America,2.233
Argentina,1987,ARG,S. & Cent. America,South America,2.246
Argentina,1988,ARG,S. & Cent. America,South America,2.2799
Argentina,1989,ARG,S. & Cent. America,South America,2.1677
Argentina,1990,ARG,S. & Cent. America,South America,1.56998708
Argentina,1991,ARG,S. & Cent. America,South America,1.683266572
Argentina,1992,ARG,S. & Cent. America,South America,2.017437927
Argentina,1993,ARG,S. & Cent. America,South America,2.216787188
Argentina,1994,ARG,S. & Cent. America,South America,2.25263282
Argentina,1995,ARG,S. & Cent. America,South America,2.386366776
Argentina,1996,ARG,S. & Cent. America,South America,2.600434195
Argentina,1997,ARG,S. & Cent. America,South America,2.621177991
Argentina,1998,ARG,S. & Cent. America,South America,2.753414972
Argentina,1999,ARG,S. & Cent. America,South America,3.07118879
Argentina,2000,ARG,S. & Cent. America,South America,2.973703013
Argentina,2001,ARG,S. & Cent. America,South America,2.878682842
Argentina,2002,ARG,S. & Cent. America,South America,2.820508383
Argentina,2003,ARG,S. & Cent. America,South America,2.674509296
Argentina,2004,ARG,S. & Cent. America,South America,2.478009318
Argentina,2005,ARG,S. & Cent. America,South America,2.180262886
Argentina,2006,ARG,S. & Cent. America,South America,2.586760146
Argentina,2007,ARG,S. & Cent. America,South America,2.616020346
Argentina,2008,ARG,S. & Cent. America,South America,2.520308296
Argentina,2009,ARG,S. & Cent. America,South America,2.511496271
Argentina,2010,ARG,S. & Cent. America,South America,2.52415172
Argentina,2011,ARG,S. & Cent. America,South America,2.525
Argentina,2012,ARG,S. & Cent. America,South America,2.35420948
Argentina,2013,ARG,S. & Cent. America,South America,2.329584141
Argentina,2014,ARG,S. & Cent. America,South America,2.379708948
Argentina,2015,ARG,S. & Cent. America,South America,2.394723984
Argentina,2016,ARG,S. & Cent. America,South America,2.162209054
Argentina,2017,ARG,S. & Cent. America,South America,2.016765043
Argentina,2018,ARG,S. & Cent. America,South America,2.386858073
Argentina,2019,ARG,S. & Cent. America,South America,2.482707493
Argentina,2020,ARG,S. & Cent. America,South America,2.482707493
Australia,1980,AUS,Asia Pacific,Asia Pacific,2.122811126
Australia,1981,AUS,Asia Pacific,Asia Pacific,2.618448213
Australia,1982,AUS,Asia Pacific,Asia Pacific,2.931051807
Australia,1983,AUS,Asia Pacific,Asia Pacific,2.490765055
Australia,1984,AUS,Asia Pacific,Asia Pacific,2.559952973
Australia,1985,AUS,Asia Pacific,Asia Pacific,2.459316001
Australia,1986,AUS,Asia Pacific,Asia Pacific,2.87444351
Australia,1987,AUS,Asia Pacific,Asia Pacific,2.905892564
Australia,1988,AUS,Asia Pacific,Asia Pacific,3.188934047
Australia,1989,AUS,Asia Pacific,Asia Pacific,3.100876697
Australia,1990,AUS,Asia Pacific,Asia Pacific,3.157484993
Australia,1991,AUS,Asia Pacific,Asia Pacific,3.226672912
Australia,1992,AUS,Asia Pacific,Asia Pacific,3.220383101
Australia,1993,AUS,Asia Pacific,Asia Pacific,3.258121965
Australia,1994,AUS,Asia Pacific,Asia Pacific,3.817915122
Australia,1995,AUS,Asia Pacific,Asia Pacific,3.799045689
Australia,1996,AUS,Asia Pacific,Asia Pacific,3.817915122
Australia,1997,AUS,Asia Pacific,Asia Pacific,4.038058498
Australia,1998,AUS,Asia Pacific,Asia Pacific,4.773966355
Australia,1999,AUS,Asia Pacific,Asia Pacific,4.742517301
Australia,2000,AUS,Asia Pacific,Asia Pacific,4.943791245
Australia,2001,AUS,Asia Pacific,Asia Pacific,4.956370866
Australia,2002,AUS,Asia Pacific,Asia Pacific,4.572692411
Australia,2003,AUS,Asia Pacific,Asia Pacific,3.749437952
Australia,2004,AUS,Asia Pacific,Asia Pacific,3.889260445
Australia,2005,AUS,Asia Pacific,Asia Pacific,3.718341128
Australia,2006,AUS,Asia Pacific,Asia Pacific,3.51451981
Australia,2007,AUS,Asia Pacific,Asia Pacific,3.428959515
Australia,2008,AUS,Asia Pacific,Asia Pacific,4.239200355
Australia,2009,AUS,Asia Pacific,Asia Pacific,4.061399985
Australia,2010,AUS,Asia Pacific,Asia Pacific,3.831079695
Australia,2011,AUS,Asia Pacific,Asia Pacific,3.872944676
Australia,2012,AUS,Asia Pacific,Asia Pacific,3.921967461
Australia,2013,AUS,Asia Pacific,Asia Pacific,3.957498602
Australia,2014,AUS,Asia Pacific,Asia Pacific,2.390342096
Australia,2015,AUS,Asia Pacific,Asia Pacific,2.390342096
Australia,2016,AUS,Asia Pacific,Asia Pacific,2.390342096
Australia,2017,AUS,Asia Pacific,Asia Pacific,2.390342096
Australia,2018,AUS,Asia Pacific,Asia Pacific,2.390342096
Australia,2019,AUS,Asia Pacific,Asia Pacific,2.390342096
Australia,2020,AUS,Asia Pacific,Asia Pacific,2.390342096
Azerbaijan,1991,AZE,CIS,CIS,1.254
Azerbaijan,1992,AZE,CIS,CIS,1.254
Azerbaijan,1993,AZE,CIS,CIS,1.254
Azerbaijan,1994,AZE,CIS,CIS,1.157
Azerbaijan,1995,AZE,CIS,CIS,1.157
Azerbaijan,1996,AZE,CIS,CIS,1.157
Azerbaijan,1997,AZE,CIS,CIS,1.157
Azerbaijan,1998,AZE,CIS,CIS,1.157
Azerbaijan,1999,AZE,CIS,CIS,1.178
Azerbaijan,2000,AZE,CIS,CIS,1.178
Azerbaijan,2001,AZE,CIS,CIS,1.178
Azerbaijan,2002,AZE,CIS,CIS,7.0
Azerbaijan,2003,AZE,CIS,CIS,7.0
Azerbaijan,2004,AZE,CIS,CIS,7.0
Azerbaijan,2005,AZE,CIS,CIS,7.0
Azerbaijan,2006,AZE,CIS,CIS,7.0
Azerbaijan,2007,AZE,CIS,CIS,7.0
Azerbaijan,2008,AZE,CIS,CIS,7.0
Azerbaijan,2009,AZE,CIS,CIS,7.0
Azerbaijan,2010,AZE,CIS,CIS,7.0
Azerbaijan,2011,AZE,CIS,CIS,7.0
Azerbaijan,2012,AZE,CIS,CIS,7.0
Azerbaijan,2013,AZE,CIS,CIS,7.0
Azerbaijan,2014,AZE,CIS,CIS,7.0
Azerbaijan,2015,AZE,CIS,CIS,7.0
Azerbaijan,2016,AZE,CIS,CIS,7.0
Azerbaijan,2017,AZE,CIS,CIS,7.0
Azerbaijan,2018,AZE,CIS,CIS,7.0
Azerbaijan,2019,AZE,CIS,CIS,7.0
Azerbaijan,2020,AZE,CIS,CIS,7.0
Brazil,1980,BRA,S. & Cent. America,South America,1.317966943
Brazil,1981,BRA,S. & Cent. America,South America,1.475841193
Brazil,1982,BRA,S. & Cent. America,South America,1.718439193
Brazil,1983,BRA,S. & Cent. America,South America,1.84983334
Brazil,1984,BRA,S. & Cent. America,South America,2.01601014
Brazil,1985,BRA,S. & Cent. America,South America,2.168060025
Brazil,1986,BRA,S. & Cent. America,South America,2.358414857
Brazil,1987,BRA,S. & Cent. America,South America,2.550757269
Brazil,1988,BRA,S. & Cent. America,South America,2.816136964
Brazil,1989,BRA,S. & Cent. America,South America,2.759836868
Brazil,1990,BRA,S. & Cent. America,South America,4.513039846
Brazil,1991,BRA,S. & Cent. America,South America,4.818340969
Brazil,1992,BRA,S. & Cent. America,South America,4.965742684
Brazil,1993,BRA,S. & Cent. America,South America,4.98215909
Brazil,1994,BRA,S. & Cent. America,South America,5.374442007
Brazil,1995,BRA,S. & Cent. America,South America,6.223044403
Brazil,1996,BRA,S. & Cent. America,South America,6.680678453
Brazil,1997,BRA,S. & Cent. America,South America,7.105945137
Brazil,1998,BRA,S. & Cent. America,South America,7.357254525
Brazil,1999,BRA,S. & Cent. America,South America,8.153311842
Brazil,2000,BRA,S. & Cent. America,South America,8.464487649
Brazil,2001,BRA,S. & Cent. America,South America,8.485199996
Brazil,2002,BRA,S. & Cent. America,South America,9.804286526
Brazil,2003,BRA,S. & Cent. America,South America,10.60158923
Brazil,2004,BRA,S. & Cent. America,South America,11.2430367
Brazil,2005,BRA,S. & Cent. America,South America,11.77226138
Brazil,2006,BRA,S. & Cent. America,South America,12.182
Brazil,2007,BRA,S. & Cent. America,South America,12.62383
Brazil,2008,BRA,S. & Cent. America,South America,12.80142
Brazil,2009,BRA,S. & Cent. America,South America,12.87567
Brazil,2010,BRA,S. & Cent. America,South America,14.24633
Brazil,2011,BRA,S. & Cent. America,South America,15.04989
Brazil,2012,BRA,S. & Cent. America,South America,15.314221
Brazil,2013,BRA,S. & Cent. America,South America,15.54443522
Brazil,2014,BRA,S. & Cent. America,South America,16.18411229
Brazil,2015,BRA,S. & Cent. America,South America,12.99978129
Brazil,2016,BRA,S. & Cent. America,South America,12.63371956
Brazil,2017,BRA,S. & Cent. America,South America,12.7939248
Brazil,2018,BRA,S. & Cent. America,South America,13.43530657
Brazil,2019,BRA,S. & Cent. America,South America,12.7146
Brazil,2020,BRA,S. & Cent. America,South America,11.92501133
Brunei,1980,BRN,Asia Pacific,Asia Pacific,1.294
Brunei,1981,BRN,Asia Pacific,Asia Pacific,1.5
Brunei,1982,BRN,Asia Pacific,Asia Pacific,1.44525
Brunei,1983,BRN,Asia Pacific,Asia Pacific,1.527
Brunei,1984,BRN,Asia Pacific,Asia Pacific,1.47027
Brunei,1985,BRN,Asia Pacific,Asia Pacific,1.443
Brunei,1986,BRN,Asia Pacific,Asia Pacific,1.475
Brunei,1987,BRN,Asia Pacific,Asia Pacific,1.6
Brunei,1988,BRN,Asia Pacific,Asia Pacific,1.2
Brunei,1989,BRN,Asia Pacific,Asia Pacific,1.1517
Brunei,1990,BRN,Asia Pacific,Asia Pacific,1.124
Brunei,1991,BRN,Asia Pacific,Asia Pacific,1.15
Brunei,1992,BRN,Asia Pacific,Asia Pacific,1.13
Brunei,1993,BRN,Asia Pacific,Asia Pacific,1.25
Brunei,1994,BRN,Asia Pacific,Asia Pacific,1.188
Brunei,1995,BRN,Asia Pacific,Asia Pacific,1.124
Brunei,1996,BRN,Asia Pacific,Asia Pacific,1.09
Brunei,1997,BRN,Asia Pacific,Asia Pacific,1.06
Brunei,1998,BRN,Asia Pacific,Asia Pacific,1.02
Brunei,1999,BRN,Asia Pacific,Asia Pacific,1.3
Brunei,2000,BRN,Asia Pacific,Asia Pacific,1.23
Brunei,2001,BRN,Asia Pacific,Asia Pacific,1.16
Brunei,2002,BRN,Asia Pacific,Asia Pacific,1.1
Brunei,2003,BRN,Asia Pacific,Asia Pacific,1.05
Brunei,2004,BRN,Asia Pacific,Asia Pacific,1.1203
Brunei,2005,BRN,Asia Pacific,Asia Pacific,1.105
Brunei,2006,BRN,Asia Pacific,Asia Pacific,1.2
Brunei,2007,BRN,Asia Pacific,Asia Pacific,1.078
Brunei,2008,BRN,Asia Pacific,Asia Pacific,1.078
Brunei,2009,BRN,Asia Pacific,Asia Pacific,1.1
Brunei,2010,BRN,Asia Pacific,Asia Pacific,1.1
Brunei,2011,BRN,Asia Pacific,Asia Pacific,1.1
Brunei,2012,BRN,Asia Pacific,Asia Pacific,1.1
Brunei,2013,BRN,Asia Pacific,Asia Pacific,1.1
Brunei,2014,BRN,Asia Pacific,Asia Pacific,1.1
Brunei,2015,BRN,Asia Pacific,Asia Pacific,1.1
Brunei,2016,BRN,Asia Pacific,Asia Pacific,1.1
Brunei,2017,BRN,Asia Pacific,Asia Pacific,1.1
Brunei,2018,BRN,Asia Pacific,Asia Pacific,1.1
Brunei,2019,BRN,Asia Pacific,Asia Pacific,1.1
Brunei,2020,BRN,Asia Pacific,Asia Pacific,1.1
Canada,1980,CAN,North America,North America,39.5275231
Canada,1981,CAN,North America,North America,40.17533587
Canada,1982,CAN,North America,North America,40.31209523
Canada,1983,CAN,North America,North America,40.49126049
Canada,1984,CAN,North America,North America,40.53176687
Canada,1985,CAN,North America,North America,40.9390384
Canada,1986,CAN,North America,North America,41.10200111
Canada,1987,CAN,North America,North America,41.20126061
Canada,1988,CAN,North America,North America,41.46775989
Canada,1989,CAN,North America,North America,41.29570212
Canada,1990,CAN,North America,North America,40.29383591
Canada,1991,CAN,North America,North America,40.09836117
Canada,1992,CAN,North America,North America,39.63399073
Canada,1993,CAN,North America,North America,39.49572182
Canada,1994,CAN,North America,North America,48.1492057
Canada,1995,CAN,North America,North America,48.3665564
Canada,1996,CAN,North America,North America,48.94262759
Canada,1997,CAN,North America,North America,48.80309443
Canada,1998,CAN,North America,North America,49.82308788
Canada,1999,CAN,North America,North America,181.5604504
Canada,2000,CAN,North America,North America,181.5036975
Canada,2001,CAN,North America,North America,180.9409481
Canada,2002,CAN,North America,North America,180.4000055
Canada,2003,CAN,North America,North America,179.9029469
Canada,2004,CAN,North America,North America,179.5760466
Canada,2005,CAN,North America,North America,180.0441091
Canada,2006,CAN,North America,North America,179.3619603
Canada,2007,CAN,North America,North America,178.834025
Canada,2008,CAN,North America,North America,176.3499209
Canada,2009,CAN,North America,North America,175.0152168
Canada,2010,CAN,North America,North America,174.848021
Canada,2011,CAN,North America,North America,174.176873
Canada,2012,CAN,North America,North America,173.7161004
Canada,2013,CAN,North America,North America,173.0375367
Canada,2014,CAN,North America,North America,172.1559946
Canada,2015,CAN,North America,North America,171.5123079
Canada,2016,CAN,North America,North America,170.5283236
Canada,2017,CAN,North America,North America,171.7916825
Canada,2018,CAN,North America,North America,170.732189
Canada,2019,CAN,North America,North America,169.1249096
Canada,2020,CAN,North America,North America,168.0876108
Chad,1980,TCD,Africa,Middle Africa,0.0
Chad,1981,TCD,Africa,Middle Africa,0.0
Chad,1982,TCD,Africa,Middle Africa,0.0
Chad,1983,TCD,Africa,Middle Africa,0.0
Chad,1984,TCD,Africa,Middle Africa,0.0
Chad,1985,TCD,Africa,Middle Africa,0.0
Chad,1986,TCD,Africa,Middle Africa,0.0
Chad,1987,TCD,Africa,Middle Africa,0.0
Chad,1988,TCD,Africa,Middle Africa,0.0
Chad,1989,TCD,Africa,Middle Africa,0.0
Chad,1990,TCD,Africa,Middle Africa,0.0
Chad,1991,TCD,Africa,Middle Africa,0.0
Chad,1992,TCD,Africa,Middle Africa,0.0
Chad,1993,TCD,Africa,Middle Africa,0.0
Chad,1994,TCD,Africa,Middle Africa,0.0
Chad,1995,TCD,Africa,Middle Africa,0.0
Chad,1996,TCD,Africa,Middle Africa,0.0
Chad,1997,TCD,Africa,Middle Africa,0.0
Chad,1998,TCD,Africa,Middle Africa,0.0
Chad,1999,TCD,Africa,Middle Africa,0.0
Chad,2000,TCD,Africa,Middle Africa,0.9
Chad,2001,TCD,Africa,Middle Africa,0.9
Chad,2002,TCD,Africa,Middle Africa,0.9
Chad,2003,TCD,Africa,Middle Africa,0.9
Chad,2004,TCD,Africa,Middle Africa,0.9
Chad,2005,TCD,Africa,Middle Africa,1.5
Chad,2006,TCD,Africa,Middle Africa,1.5
Chad,2007,TCD,Africa,Middle Africa,1.5
Chad,2008,TCD,Africa,Middle Africa,1.5
Chad,2009,TCD,Africa,Middle Africa,1.5
Chad,2010,TCD,Africa,Middle Africa,1.5
Chad,2011,TCD,Africa,Middle Africa,1.5
Chad,2012,TCD,Africa,Middle Africa,1.5
Chad,2013,TCD,Africa,Middle Africa,1.5
Chad,2014,TCD,Africa,Middle Africa,1.5
Chad,2015,TCD,Africa,Middle Africa,1.5
Chad,2016,TCD,Africa,Middle Africa,1.5
Chad,2017,TCD,Africa,Middle Africa,1.5
Chad,2018,TCD,Africa,Middle Africa,1.5
Chad,2019,TCD,Africa,Middle Africa,1.5
Chad,2020,TCD,Africa,Middle Africa,1.5
China,1980,CHN,Asia Pacific,Asia Pacific,13.3526212
China,1981,CHN,Asia Pacific,Asia Pacific,13.2904628
China,1982,CHN,Asia Pacific,Asia Pacific,13.2588705
China,1983,CHN,Asia Pacific,Asia Pacific,14.8808529
China,1984,CHN,Asia Pacific,Asia Pacific,16.3645915
China,1985,CHN,Asia Pacific,Asia Pacific,17.087696
China,1986,CHN,Asia Pacific,Asia Pacific,17.1612892
China,1987,CHN,Asia Pacific,Asia Pacific,17.4234833
China,1988,CHN,Asia Pacific,Asia Pacific,17.2836269
China,1989,CHN,Asia Pacific,Asia Pacific,16.0584907
China,1990,CHN,Asia Pacific,Asia Pacific,16.019715
China,1991,CHN,Asia Pacific,Asia Pacific,15.513212
China,1992,CHN,Asia Pacific,Asia Pacific,15.1931109
China,1993,CHN,Asia Pacific,Asia Pacific,16.435326
China,1994,CHN,Asia Pacific,Asia Pacific,16.25794
China,1995,CHN,Asia Pacific,Asia Pacific,16.3550625
China,1996,CHN,Asia Pacific,Asia Pacific,16.4444885
China,1997,CHN,Asia Pacific,Asia Pacific,17.0215061
China,1998,CHN,Asia Pacific,Asia Pacific,17.4228236
China,1999,CHN,Asia Pacific,Asia Pacific,15.1119
China,2000,CHN,Asia Pacific,Asia Pacific,15.1903
China,2001,CHN,Asia Pacific,Asia Pacific,15.4115
China,2002,CHN,Asia Pacific,Asia Pacific,15.5087
China,2003,CHN,Asia Pacific,Asia Pacific,15.4757
China,2004,CHN,Asia Pacific,Asia Pacific,18.25887607
China,2005,CHN,Asia Pacific,Asia Pacific,18.24965566
China,2006,CHN,Asia Pacific,Asia Pacific,20.22029978
China,2007,CHN,Asia Pacific,Asia Pacific,20.76250134
China,2008,CHN,Asia Pacific,Asia Pacific,21.1868519
China,2009,CHN,Asia Pacific,Asia Pacific,21.61762134
China,2010,CHN,Asia Pacific,Asia Pacific,23.26800749
China,2011,CHN,Asia Pacific,Asia Pacific,23.74684707
China,2012,CHN,Asia Pacific,Asia Pacific,24.42783559
China,2013,CHN,Asia Pacific,Asia Pacific,24.68251497
China,2014,CHN,Asia Pacific,Asia Pacific,25.1664555
China,2015,CHN,Asia Pacific,Asia Pacific,25.62646431
China,2016,CHN,Asia Pacific,Asia Pacific,25.66381799
China,2017,CHN,Asia Pacific,Asia Pacific,25.9482
China,2018,CHN,Asia Pacific,Asia Pacific,26.19009
China,2019,CHN,Asia Pacific,Asia Pacific,25.96275738
China,2020,CHN,Asia Pacific,Asia Pacific,25.96275738
Colombia,1980,COL,S. & Cent. America,South America,0.55
Colombia,1981,COL,S. & Cent. America,South America,0.53
Colombia,1982,COL,S. & Cent. America,South America,0.61
Colombia,1983,COL,S. & Cent. America,South America,0.64
Colombia,1984,COL,S. & Cent. America,South America,1.1
Colombia,1985,COL,S. & Cent. America,South America,1.24
Colombia,1986,COL,S. & Cent. America,South America,1.7
Colombia,1987,COL,S. & Cent. America,South America,1.91
Colombia,1988,COL,S. & Cent. America,South America,2.05
Colombia,1989,COL,S. & Cent. America,South America,1.98
Colombia,1990,COL,S. & Cent. America,South America,1.99
Colombia,1991,COL,S. & Cent. America,South America,1.8846
Colombia,1992,COL,S. & Cent. America,South America,3.2319
Colombia,1993,COL,S. & Cent. America,South America,3.1564
Colombia,1994,COL,S. & Cent. America,South America,3.139
Colombia,1995,COL,S. & Cent. America,South America,2.9519
Colombia,1996,COL,S. & Cent. America,South America,2.798
Colombia,1997,COL,S. & Cent. America,South America,2.5772
Colombia,1998,COL,S. & Cent. America,South America,2.4778
Colombia,1999,COL,S. & Cent. America,South America,2.2892
Colombia,2000,COL,S. & Cent. America,South America,1.9719
Colombia,2001,COL,S. & Cent. America,South America,1.8422
Colombia,2002,COL,S. & Cent. America,South America,1.6317
Colombia,2003,COL,S. & Cent. America,South America,1.5424
Colombia,2004,COL,S. & Cent. America,South America,1.4776
Colombia,2005,COL,S. & Cent. America,South America,1.4532
Colombia,2006,COL,S. & Cent. America,South America,1.5094
Colombia,2007,COL,S. & Cent. America,South America,1.51
Colombia,2008,COL,S. & Cent. America,South America,1.362
Colombia,2009,COL,S. & Cent. America,South America,1.36
Colombia,2010,COL,S. & Cent. America,South America,1.9
Colombia,2011,COL,S. & Cent. America,South America,1.9876
Colombia,2012,COL,S. & Cent. America,South America,2.2
Colombia,2013,COL,S. & Cent. America,South America,2.377
Colombia,2014,COL,S. & Cent. America,South America,2.445
Colombia,2015,COL,S. & Cent. America,South America,2.308
Colombia,2016,COL,S. & Cent. America,South America,2.002
Colombia,2017,COL,S. & Cent. America,South America,1.66549
Colombia,2018,COL,S. & Cent. America,South America,1.782208
Colombia,2019,COL,S. & Cent. America,South America,1.96
Colombia,2020,COL,S. & Cent. America,South America,2.036
Denmark,1980,DNK,Europe,Europe,0.45
Denmark,1981,DNK,Europe,Europe,0.371
Denmark,1982,DNK,Europe,Europe,0.327070159
Denmark,1983,DNK,Europe,Europe,0.308200726
Denmark,1984,DNK,Europe,Europe,0.465445995
Denmark,1985,DNK,Europe,Europe,0.446576563
Denmark,1986,DNK,Europe,Europe,0.402547888
Denmark,1987,DNK,Europe,Europe,0.402547888
Denmark,1988,DNK,Europe,Europe,0.540923724
Denmark,1989,DNK,Europe,Europe,0.628981074
Denmark,1990,DNK,Europe,Europe,0.59124221
Denmark,1991,DNK,Europe,Europe,0.616401453
Denmark,1992,DNK,Europe,Europe,0.748487479
Denmark,1993,DNK,Europe,Europe,0.704458803
Denmark,1994,DNK,Europe,Europe,0.754777289
Denmark,1995,DNK,Europe,Europe,0.912022558
Denmark,1996,DNK,Europe,Europe,0.861704072
Denmark,1997,DNK,Europe,Europe,0.943471612
Denmark,1998,DNK,Europe,Europe,0.880573504
Denmark,1999,DNK,Europe,Europe,0.905732747
Denmark,2000,DNK,Europe,Europe,1.113296502
Denmark,2001,DNK,Europe,Europe,1.346019499
Denmark,2002,DNK,Europe,Europe,1.276831581
Denmark,2003,DNK,Europe,Europe,1.276831581
Denmark,2004,DNK,Europe,Europe,1.327150067
Denmark,2005,DNK,Europe,Europe,1.276831581
Denmark,2006,DNK,Europe,Europe,1.157325177
Denmark,2007,DNK,Europe,Europe,1.113296502
Denmark,2008,DNK,Europe,Europe,0.811385586
Denmark,2009,DNK,Europe,Europe,0.918312369
Denmark,2010,DNK,Europe,Europe,0.899442936
Denmark,2011,DNK,Europe,Europe,0.805095775
Denmark,2012,DNK,Europe,Europe,0.729618046
Denmark,2013,DNK,Europe,Europe,0.67300975
Denmark,2014,DNK,Europe,Europe,0.610111642
Denmark,2015,DNK,Europe,Europe,0.490605238
Denmark,2016,DNK,Europe,Europe,0.440286752
Denmark,2017,DNK,Europe,Europe,0.427707131
Denmark,2018,DNK,Europe,Europe,0.440286752
Denmark,2019,DNK,Europe,Europe,0.427707131
Denmark,2020,DNK,Europe,Europe,0.427707131
Ecuador,1980,ECU,S. & Cent. America,South America,0.569103995
Ecuador,1981,ECU,S. & Cent. America,South America,0.528315968
Ecuador,1982,ECU,S. & Cent. America,South America,0.534101089
Ecuador,1983,ECU,S. & Cent. America,South America,0.515226401
Ecuador,1984,ECU,S. & Cent. America,South America,0.664470841
Ecuador,1985,ECU,S. & Cent. America,South America,0.670840318
Ecuador,1986,ECU,S. & Cent. America,South America,0.721737698
Ecuador,1987,ECU,S. & Cent. America,South America,0.931638257
Ecuador,1988,ECU,S. & Cent. America,South America,0.885240416
Ecuador,1989,ECU,S. & Cent. America,South America,0.842407145
Ecuador,1990,ECU,S. & Cent. America,South America,0.791918815
Ecuador,1991,ECU,S. & Cent. America,South America,0.890791795
Ecuador,1992,ECU,S. & Cent. America,South America,1.893312396
